"statistic, pvalue, row is better than column",best set: template_37,template_27,template_13,template_19,template_25,template_21,template_28,template_11,template_9,template_30,template_35,template_17,template_15,template_29,template_40,template_23,template_39,template_12,template_36,template_5,template_6,template_7,template_41,template_32,template_10,template_33,template_2,template_31,template_16,template_1,template_14,template_22,template_24,template_0,template_3,template_34,template_45,template_4,template_49,template_44,template_38,template_18,template_54,template_55,template_47,template_26,template_8,template_43,template_52,template_42,template_20,template_53,template_46,template_51,template_48,template_50,group
template_55,"12.00, 0.05, False","11.00, 0.06, False","11.00, 0.08, False","11.00, 0.08, False","13.00, 0.13, False","13.00, 0.13, False","15.00, 0.15, False","12.00, 0.16, False","12.00, 0.16, False","16.00, 0.21, False","12.00, 0.22, False","13.00, 0.23, False","12.00, 0.22, False","12.00, 0.22, False","13.00, 0.23, False","12.00, 0.22, False","13.00, 0.30, False","13.00, 0.30, False","17.00, 0.35, False","11.00, 0.26, False","15.00, 0.41, False","13.00, 0.38, False","13.00, 0.38, False","16.00, 0.42, False","14.00, 0.39, False","14.00, 0.49, False","13.00, 0.47, False","16.00, 0.62, False","16.00, 0.62, False","15.00, 0.61, False","16.00, 0.74, False","16.00, 0.74, False","16.00, 0.74, False","16.00, 0.74, False","14.00, 0.72, False","16.00, 0.74, False","14.00, 0.72, False","16.00, 0.86, False","6.00, 0.79, False","14.00, 1.00, False","16.00, 1.00, False","19.00, 1.00, False","14.00, 1.00, True",None,"6.00, 1.00, None","20.00, 1.00, None","15.00, 1.00, None","9.00, 1.00, None","13.00, 1.00, True","12.00, 1.00, True","17.00, 0.87, True","6.00, 0.79, True","14.00, 0.86, True","8.00, 0.65, True","11.00, 0.69, True","11.00, 0.56, True",B
template_47,"13.00, 0.05, False","12.00, 0.07, False","12.00, 0.09, False","14.00, 0.11, False","14.00, 0.14, False","15.00, 0.15, False","17.00, 0.17, False","12.00, 0.16, False","13.00, 0.18, False","19.00, 0.24, False","12.00, 0.22, False","16.00, 0.27, False","15.00, 0.26, False","12.00, 0.22, False","16.00, 0.27, False","14.00, 0.24, False","14.00, 0.31, False","14.00, 0.31, False","18.00, 0.36, False","11.00, 0.26, False","16.00, 0.42, False","12.00, 0.36, False","13.00, 0.38, False","17.00, 0.43, False","15.00, 0.41, False","14.00, 0.49, False","17.00, 0.52, False","17.00, 0.63, False","19.00, 0.64, False","15.00, 0.61, False","18.00, 0.75, False","18.00, 0.75, False","18.00, 0.75, False","17.00, 0.74, False","17.00, 0.74, False","17.00, 0.74, False","10.00, 0.68, False","18.00, 0.87, False","5.00, 0.77, False","14.00, 1.00, False","18.00, 1.00, False","19.00, 1.00, False","15.00, 1.00, True","6.00, 1.00, True",None,"21.00, 1.00, None","18.00, 1.00, None","7.00, 1.00, None","14.00, 1.00, True","13.00, 1.00, True","17.00, 0.87, True","7.00, 0.80, True","13.00, 0.85, True","7.00, 0.63, True","13.00, 0.71, True","11.00, 0.56, True",B
template_26,"13.00, 0.05, False","12.00, 0.07, False","14.00, 0.11, False","13.00, 0.10, False","13.00, 0.13, False","13.00, 0.13, False","13.00, 0.13, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","17.00, 0.28, False","18.00, 0.29, False","15.00, 0.26, False","17.00, 0.28, False","14.00, 0.24, False","13.00, 0.23, False","17.00, 0.35, False","14.00, 0.31, False","14.00, 0.31, False","17.00, 0.35, False","12.00, 0.36, False","17.00, 0.43, False","17.00, 0.43, False","13.00, 0.38, False","13.00, 0.38, False","16.00, 0.51, False","15.00, 0.50, False","19.00, 0.64, False","12.00, 0.57, False","16.00, 0.62, False","6.00, 0.61, False","8.00, 0.65, False","4.00, 0.55, False","14.00, 0.72, False","17.00, 0.74, False","13.00, 0.71, False","16.00, 0.74, False","13.00, 0.85, False","21.00, 0.88, False","17.00, 1.00, False","16.00, 1.00, False","6.00, 1.00, False","16.00, 1.00, True","20.00, 1.00, True","21.00, 1.00, True",None,"15.00, 1.00, None","20.00, 1.00, None","15.00, 1.00, True","14.00, 1.00, True","6.00, 0.79, True","18.00, 0.87, True","13.00, 0.85, True","17.00, 0.74, True","14.00, 0.72, True","13.00, 0.58, True",B
template_8,"9.00, 0.03, False","12.00, 0.07, False","10.00, 0.07, False","11.00, 0.08, False","12.00, 0.12, False","13.00, 0.13, False","5.00, 0.04, False","8.00, 0.11, False","7.00, 0.09, False","9.00, 0.12, False","11.00, 0.20, False","13.00, 0.23, False","11.00, 0.20, False","11.00, 0.20, False","6.00, 0.12, False","14.00, 0.24, False","10.00, 0.25, False","7.00, 0.19, False","7.00, 0.19, False","9.00, 0.23, False","5.00, 0.21, False","11.00, 0.34, False","11.00, 0.34, False","8.00, 0.29, False","4.00, 0.18, False","9.00, 0.40, False","8.00, 0.38, False","13.00, 0.58, False","14.00, 0.60, False","11.00, 0.56, False","10.00, 0.68, False","13.00, 0.71, False","12.00, 0.70, False","4.00, 0.55, False","10.00, 0.68, False","9.00, 0.66, False","16.00, 0.74, False","7.00, 0.80, False","18.00, 0.87, False","16.00, 1.00, False","8.00, 1.00, False","14.00, 1.00, False","15.00, 1.00, True","15.00, 1.00, True","18.00, 1.00, True","15.00, 1.00, True",None,"17.00, 1.00, None","15.00, 1.00, True","14.00, 1.00, True","14.00, 0.86, True","14.00, 0.86, True","15.00, 0.86, True","17.00, 0.74, True","14.00, 0.72, True","11.00, 0.56, True",B
template_43,"12.00, 0.05, False","14.00, 0.08, False","15.00, 0.12, False","16.00, 0.13, False","16.00, 0.16, False","17.00, 0.17, False","13.00, 0.13, False","14.00, 0.19, False","14.00, 0.19, False","17.00, 0.22, False","12.00, 0.22, False","17.00, 0.28, False","14.00, 0.24, False","13.00, 0.23, False","14.00, 0.24, False","16.00, 0.27, False","11.00, 0.26, False","15.00, 0.32, False","17.00, 0.35, False","14.00, 0.31, False","16.00, 0.42, False","14.00, 0.39, False","12.00, 0.36, False","15.00, 0.41, False","15.00, 0.41, False","12.00, 0.46, False","14.00, 0.49, False","18.00, 0.64, False","20.00, 0.65, False","12.00, 0.57, False","20.00, 0.76, False","19.00, 0.76, False","18.00, 0.75, False","16.00, 0.74, False","15.00, 0.73, False","16.00, 0.74, False","13.00, 0.71, False","18.00, 0.87, False","6.00, 0.79, False","13.00, 1.00, False","17.00, 1.00, False","20.00, 1.00, False","15.00, 1.00, True","9.00, 1.00, True","7.00, 1.00, True","20.00, 1.00, True","17.00, 1.00, True",None,"14.00, 1.00, True","13.00, 1.00, True","18.00, 0.87, True","8.00, 0.81, True","15.00, 0.86, True","4.00, 0.55, True","12.00, 0.70, True","12.00, 0.57, True",B
template_52,"15.00, 0.05, False","15.00, 0.07, False","14.00, 0.08, False","17.00, 0.10, False","18.00, 0.14, False","18.00, 0.14, False","15.00, 0.12, False","16.00, 0.16, False","16.00, 0.16, False","15.00, 0.15, False","18.00, 0.23, False","16.00, 0.21, False","17.00, 0.22, False","19.00, 0.24, False","14.00, 0.19, False","17.00, 0.22, False","18.00, 0.29, False","13.00, 0.23, False","13.00, 0.23, False","18.00, 0.29, False","12.00, 0.28, False","18.00, 0.36, False","17.00, 0.35, False","17.00, 0.35, False","13.00, 0.30, False","19.00, 0.45, False","16.00, 0.42, False","19.00, 0.54, False","19.00, 0.54, False","16.00, 0.51, False","15.00, 0.61, False","19.00, 0.64, False","14.00, 0.60, False","16.00, 0.62, False","18.00, 0.64, False","16.00, 0.62, False","15.00, 0.61, False","15.00, 0.73, False","14.00, 0.72, False","11.00, 0.84, False","16.00, 0.86, False","18.00, 0.87, False","7.00, 1.00, False","13.00, 1.00, False","14.00, 1.00, False","15.00, 1.00, False","15.00, 1.00, False","14.00, 1.00, False",None,"8.00, 1.00, None","20.00, 1.00, True","14.00, 1.00, True","9.00, 1.00, True","13.00, 0.85, True","4.00, 0.75, True","7.00, 0.63, True",B
template_42,"14.00, 0.04, False","12.00, 0.05, False","13.00, 0.07, False","13.00, 0.07, False","15.00, 0.12, False","14.00, 0.11, False","13.00, 0.10, False","13.00, 0.13, False","14.00, 0.14, False","16.00, 0.16, False","17.00, 0.22, False","14.00, 0.19, False","16.00, 0.21, False","15.00, 0.20, False","10.00, 0.14, False","14.00, 0.19, False","17.00, 0.28, False","13.00, 0.23, False","11.00, 0.20, False","16.00, 0.27, False","12.00, 0.28, False","16.00, 0.34, False","17.00, 0.35, False","14.00, 0.31, False","10.00, 0.25, False","16.00, 0.42, False","16.00, 0.42, False","17.00, 0.52, False","16.00, 0.51, False","15.00, 0.50, False","12.00, 0.57, False","16.00, 0.62, False","11.00, 0.56, False","13.00, 0.58, False","14.00, 0.60, False","14.00, 0.60, False","14.00, 0.60, False","14.00, 0.72, False","13.00, 0.71, False","8.00, 0.81, False","14.00, 0.86, False","16.00, 0.86, False","7.00, 1.00, False","12.00, 1.00, False","13.00, 1.00, False","14.00, 1.00, False","14.00, 1.00, False","13.00, 1.00, False","8.00, 1.00, True",None,"15.00, 1.00, True","14.00, 1.00, True","7.00, 1.00, True","12.00, 0.85, True","5.00, 0.77, True","5.00, 0.58, True",B
template_20,"13.00, 0.03, False","9.00, 0.02, False","14.00, 0.06, False","10.00, 0.04, False","11.00, 0.06, False","11.00, 0.06, False","11.00, 0.06, False","15.00, 0.12, False","14.00, 0.11, False","14.00, 0.11, False","14.00, 0.14, False","14.00, 0.14, False","13.00, 0.13, False","15.00, 0.15, False","13.00, 0.13, False","11.00, 0.11, False","14.00, 0.19, False","15.00, 0.20, False","14.00, 0.19, False","13.00, 0.18, False","13.00, 0.23, False","14.00, 0.24, False","15.00, 0.26, False","11.00, 0.20, False","14.00, 0.24, False","13.00, 0.30, False","12.00, 0.28, False","16.00, 0.42, False","7.00, 0.26, False","15.00, 0.41, False","3.00, 0.23, False","3.00, 0.23, False","5.00, 0.30, False","12.00, 0.46, False","15.00, 0.50, False","11.00, 0.44, False","14.00, 0.49, False","12.00, 0.57, False","16.00, 0.62, False","18.00, 0.75, False","16.00, 0.74, False","2.00, 0.45, False","18.00, 0.87, False","17.00, 0.87, False","17.00, 0.87, False","6.00, 0.79, False","14.00, 0.86, False","18.00, 0.87, False","20.00, 1.00, False","15.00, 1.00, False",None,"17.00, 1.00, None","15.00, 1.00, None","16.00, 1.00, True","16.00, 1.00, True","16.00, 0.86, True",B
template_53,"8.00, 0.01, False","10.00, 0.02, False","8.00, 0.02, False","10.00, 0.04, False","11.00, 0.06, False","12.00, 0.07, False","14.00, 0.08, False","8.00, 0.05, False","8.00, 0.05, False","13.00, 0.10, False","8.00, 0.08, False","12.00, 0.12, False","9.00, 0.09, False","8.00, 0.08, False","14.00, 0.14, False","11.00, 0.11, False","11.00, 0.15, False","11.00, 0.15, False","14.00, 0.19, False","7.00, 0.09, False","15.00, 0.26, False","8.00, 0.15, False","11.00, 0.20, False","13.00, 0.23, False","13.00, 0.23, False","10.00, 0.25, False","12.00, 0.28, False","13.00, 0.38, False","15.00, 0.41, False","9.00, 0.31, False","13.00, 0.47, False","14.00, 0.49, False","14.00, 0.49, False","11.00, 0.44, False","10.00, 0.42, False","14.00, 0.49, False","13.00, 0.47, False","14.00, 0.60, False","5.00, 0.42, False","16.00, 0.74, False","16.00, 0.74, False","17.00, 0.74, False","16.00, 0.86, False","6.00, 0.79, False","7.00, 0.80, False","18.00, 0.87, False","14.00, 0.86, False","8.00, 0.81, False","14.00, 1.00, False","14.00, 1.00, False","17.00, 1.00, True",None,"16.00, 1.00, None","7.00, 1.00, True","13.00, 1.00, True","14.00, 0.86, True",B
template_46,"12.00, 0.02, False","13.00, 0.04, False","14.00, 0.06, False","15.00, 0.07, False","16.00, 0.10, False","14.00, 0.08, False","15.00, 0.09, False","14.00, 0.11, False","14.00, 0.11, False","13.00, 0.10, False","16.00, 0.16, False","16.00, 0.16, False","16.00, 0.16, False","16.00, 0.16, False","11.00, 0.11, False","13.00, 0.13, False","17.00, 0.22, False","14.00, 0.19, False","12.00, 0.16, False","16.00, 0.21, False","12.00, 0.22, False","15.00, 0.26, False","16.00, 0.27, False","12.00, 0.22, False","12.00, 0.22, False","15.00, 0.32, False","16.00, 0.34, False","15.00, 0.41, False","16.00, 0.42, False","16.00, 0.42, False","12.00, 0.46, False","15.00, 0.50, False","12.00, 0.46, False","15.00, 0.50, False","17.00, 0.52, False","12.00, 0.46, False","16.00, 0.51, False","13.00, 0.58, False","13.00, 0.58, False","11.00, 0.69, False","15.00, 0.73, False","14.00, 0.72, False","8.00, 0.81, False","14.00, 0.86, False","13.00, 0.85, False","13.00, 0.85, False","15.00, 0.86, False","15.00, 0.86, False","9.00, 1.00, False","7.00, 1.00, False","15.00, 1.00, True","16.00, 1.00, True",None,"15.00, 1.00, True","7.00, 1.00, True","6.00, 0.79, True",B
template_51,"12.00, 0.02, False","13.00, 0.03, False","14.00, 0.04, False","14.00, 0.04, False","14.00, 0.06, False","16.00, 0.07, False","14.00, 0.06, False","13.00, 0.07, False","11.00, 0.06, False","18.00, 0.11, False","11.00, 0.08, False","14.00, 0.11, False","12.00, 0.09, False","14.00, 0.11, False","13.00, 0.10, False","13.00, 0.10, False","12.00, 0.12, False","13.00, 0.13, False","16.00, 0.16, False","12.00, 0.12, False","17.00, 0.22, False","13.00, 0.18, False","14.00, 0.19, False","15.00, 0.20, False","15.00, 0.20, False","12.00, 0.22, False","16.00, 0.27, False","16.00, 0.34, False","16.00, 0.34, False","11.00, 0.26, False","15.00, 0.41, False","15.00, 0.41, False","14.00, 0.39, False","15.00, 0.41, False","14.00, 0.39, False","15.00, 0.41, False","9.00, 0.31, False","18.00, 0.53, False","5.00, 0.30, False","13.00, 0.58, False","17.00, 0.63, False","16.00, 0.62, False","13.00, 0.71, False","8.00, 0.65, False","7.00, 0.63, False","17.00, 0.74, False","17.00, 0.74, False","4.00, 0.55, False","13.00, 0.85, False","12.00, 0.85, False","16.00, 1.00, False","7.00, 1.00, False","15.00, 1.00, False",None,"13.00, 1.00, None","13.00, 1.00, True",B
template_48,"14.00, 0.02, False","13.00, 0.03, False","15.00, 0.05, False","14.00, 0.04, False","16.00, 0.07, False","15.00, 0.07, False","14.00, 0.06, False","15.00, 0.09, False","16.00, 0.10, False","12.00, 0.07, False","16.00, 0.13, False","14.00, 0.11, False","16.00, 0.13, False","16.00, 0.13, False","11.00, 0.08, False","14.00, 0.11, False","17.00, 0.17, False","14.00, 0.14, False","10.00, 0.10, False","17.00, 0.17, False","12.00, 0.16, False","17.00, 0.22, False","17.00, 0.22, False","14.00, 0.19, False","14.00, 0.19, False","17.00, 0.28, False","14.00, 0.24, False","15.00, 0.32, False","15.00, 0.32, False","16.00, 0.34, False","13.00, 0.38, False","14.00, 0.39, False","11.00, 0.34, False","14.00, 0.39, False","15.00, 0.41, False","13.00, 0.38, False","15.00, 0.41, False","13.00, 0.47, False","10.00, 0.42, False","7.00, 0.48, False","15.00, 0.61, False","13.00, 0.58, False","5.00, 0.58, False","11.00, 0.69, False","13.00, 0.71, False","14.00, 0.72, False","14.00, 0.72, False","12.00, 0.70, False","4.00, 0.75, False","5.00, 0.77, False","16.00, 1.00, False","13.00, 1.00, False","7.00, 1.00, False","13.00, 1.00, True",None,"6.00, 1.00, True",B
template_50,"10.00, 0.01, False","12.00, 0.02, False","14.00, 0.03, False","13.00, 0.03, False","14.00, 0.04, False","13.00, 0.04, False","13.00, 0.04, False","11.00, 0.04, False","13.00, 0.05, False","13.00, 0.05, False","14.00, 0.08, False","14.00, 0.08, False","14.00, 0.08, False","13.00, 0.07, False","8.00, 0.04, False","12.00, 0.07, False","14.00, 0.11, False","12.00, 0.09, False","7.00, 0.04, False","15.00, 0.12, False","10.00, 0.10, False","15.00, 0.15, False","15.00, 0.15, False","12.00, 0.12, False","9.00, 0.09, False","12.00, 0.16, False","15.00, 0.20, False","14.00, 0.24, False","17.00, 0.28, False","15.00, 0.26, False","12.00, 0.28, False","15.00, 0.32, False","11.00, 0.26, False","12.00, 0.28, False","14.00, 0.31, False","12.00, 0.28, False","12.00, 0.28, False","12.00, 0.36, False","13.00, 0.38, False","8.00, 0.38, False","12.00, 0.46, False","14.00, 0.49, False","4.00, 0.39, False","11.00, 0.56, False","11.00, 0.56, False","13.00, 0.58, False","11.00, 0.56, False","12.00, 0.57, False","7.00, 0.63, False","5.00, 0.58, False","16.00, 0.86, False","14.00, 0.86, False","6.00, 0.79, False","13.00, 1.00, False","6.00, 1.00, False",None,B
