"statistic, pvalue, row is better than column",best set: template_17,template_44,template_15,template_25,template_7,template_21,template_19,template_52,template_39,template_51,template_34,template_36,template_42,template_37,template_49,template_32,template_48,template_33,template_47,template_35,template_50,template_30,template_28,template_29,template_41,template_46,template_53,template_54,template_55,template_10,template_38,template_40,template_11,template_12,template_13,template_8,template_9,template_4,template_5,template_6,template_0,template_1,template_26,template_27,template_22,template_23,template_18,template_20,template_14,template_43,template_45,template_24,template_16,template_3,template_31,template_2,group,accuracy
template_27,"97.00, 0.10, False","0.00, 0.12, False","0.00, 0.50, False","0.00, 1.00, False","0.00, 1.00, False","2.00, 1.00, False","0.00, 1.00, False","0.00, 1.00, False","0.00, 1.00, False","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","1.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True",None,"0.00, 1.00, None","0.00, 1.00, None","0.00, 1.00, None","0.00, 1.00, None","0.00, 1.00, None","0.00, 1.00, None","12.00, 0.85, True","0.00, 0.25, True","34.00, 0.72, True","119.00, 0.66, True","16.00, 0.21, True","28.00, 0.00, True",A,0.273
template_22,"97.00, 0.10, False","0.00, 0.12, False","0.00, 0.50, False","0.00, 1.00, False","0.00, 1.00, False","2.00, 1.00, False","0.00, 1.00, False","0.00, 1.00, False","0.00, 1.00, False","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","1.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True",None,"0.00, 1.00, None","0.00, 1.00, None","0.00, 1.00, None","0.00, 1.00, None","0.00, 1.00, None","12.00, 0.85, True","0.00, 0.25, True","34.00, 0.72, True","119.00, 0.66, True","16.00, 0.21, True","28.00, 0.00, True",A,0.273
template_23,"97.00, 0.10, False","0.00, 0.12, False","0.00, 0.50, False","0.00, 1.00, False","0.00, 1.00, False","2.00, 1.00, False","0.00, 1.00, False","0.00, 1.00, False","0.00, 1.00, False","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","1.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True",None,"0.00, 1.00, None","0.00, 1.00, None","0.00, 1.00, None","0.00, 1.00, None","12.00, 0.85, True","0.00, 0.25, True","34.00, 0.72, True","119.00, 0.66, True","16.00, 0.21, True","28.00, 0.00, True",A,0.273
template_18,"97.00, 0.10, False","0.00, 0.12, False","0.00, 0.50, False","0.00, 1.00, False","0.00, 1.00, False","2.00, 1.00, False","0.00, 1.00, False","0.00, 1.00, False","0.00, 1.00, False","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","1.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True",None,"0.00, 1.00, None","0.00, 1.00, None","0.00, 1.00, None","12.00, 0.85, True","0.00, 0.25, True","34.00, 0.72, True","119.00, 0.66, True","16.00, 0.21, True","28.00, 0.00, True",A,0.273
template_20,"97.00, 0.10, False","0.00, 0.12, False","0.00, 0.50, False","0.00, 1.00, False","0.00, 1.00, False","2.00, 1.00, False","0.00, 1.00, False","0.00, 1.00, False","0.00, 1.00, False","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","1.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True",None,"0.00, 1.00, None","0.00, 1.00, None","12.00, 0.85, True","0.00, 0.25, True","34.00, 0.72, True","119.00, 0.66, True","16.00, 0.21, True","28.00, 0.00, True",A,0.273
template_14,"97.00, 0.10, False","0.00, 0.12, False","0.00, 0.50, False","0.00, 1.00, False","0.00, 1.00, False","2.00, 1.00, False","0.00, 1.00, False","0.00, 1.00, False","0.00, 1.00, False","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","1.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True",None,"0.00, 1.00, None","12.00, 0.85, True","0.00, 0.25, True","34.00, 0.72, True","119.00, 0.66, True","16.00, 0.21, True","28.00, 0.00, True",A,0.273
template_43,"97.00, 0.10, False","0.00, 0.12, False","0.00, 0.50, False","0.00, 1.00, False","0.00, 1.00, False","2.00, 1.00, False","0.00, 1.00, False","0.00, 1.00, False","0.00, 1.00, False","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","1.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True","0.00, 1.00, True",None,"12.00, 0.85, True","0.00, 0.25, True","34.00, 0.72, True","119.00, 0.66, True","16.00, 0.21, True","28.00, 0.00, True",A,0.273
template_45,"91.00, 0.07, False","10.00, 0.33, False","12.00, 0.57, False","12.00, 0.70, False","12.00, 0.70, False","14.00, 0.72, False","12.00, 0.70, False","11.00, 0.69, False","12.00, 0.70, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","11.00, 0.84, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False",None,"11.00, 1.00, True","37.00, 0.91, True","113.00, 0.74, True","22.00, 0.40, True","33.00, 0.01, True",A,0.27
template_24,"94.00, 0.07, False","0.00, 0.02, False","0.00, 0.06, False","0.00, 0.12, False","0.00, 0.12, False","2.00, 0.29, False","0.00, 0.12, False","0.00, 0.12, False","0.00, 0.12, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","0.00, 0.25, False","11.00, 1.00, False",None,"34.00, 1.00, True","119.00, 0.80, True","18.00, 0.44, True","29.00, 0.00, True",A,0.269
template_16,"84.00, 0.05, False","31.00, 0.40, False","34.00, 0.56, False","34.00, 0.64, False","34.00, 0.64, False","35.00, 0.64, False","34.00, 0.64, False","33.00, 0.64, False","34.00, 0.64, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","33.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","34.00, 0.72, False","37.00, 0.91, False","34.00, 1.00, False",None,"105.00, 0.84, True","42.00, 0.67, True","26.00, 0.00, True",B,0.268
template_3,"91.00, 0.03, False","116.00, 0.48, False","119.00, 0.57, False","119.00, 0.61, False","119.00, 0.61, False","118.00, 0.61, False","118.00, 0.61, False","118.00, 0.61, False","119.00, 0.61, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","118.00, 0.65, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","119.00, 0.66, False","113.00, 0.74, False","119.00, 0.80, False","105.00, 0.84, False",None,"110.00, 1.00, True","91.00, 0.14, True",B,0.264
template_31,"83.00, 0.02, False","14.00, 0.06, False","16.00, 0.13, False","16.00, 0.16, False","16.00, 0.16, False","17.00, 0.17, False","15.00, 0.15, False","15.00, 0.15, False","16.00, 0.16, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","17.00, 0.22, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","16.00, 0.21, False","22.00, 0.40, False","18.00, 0.44, False","42.00, 0.67, False","110.00, 1.00, False",None,"34.00, 0.03, True",B,0.263
template_2,"75.00, 0.00, False","25.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","30.00, 0.00, False","28.00, 0.00, False","27.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","33.00, 0.01, False","29.00, 0.00, False","26.00, 0.00, False","91.00, 0.14, False","34.00, 0.03, False",None,C,0.239
