"statistic, pvalue, row is better than column",best set: template_17,template_41,template_4,template_29,template_35,template_38,template_3,template_31,template_28,template_37,template_36,template_40,template_39,template_27,template_19,template_33,template_32,template_7,template_16,template_25,template_15,template_45,template_21,template_23,template_5,template_34,template_51,template_0,template_12,template_30,template_6,template_26,template_1,template_8,template_53,template_24,template_49,template_9,template_22,template_13,template_18,template_2,template_20,template_55,template_47,template_46,template_43,template_50,template_54,template_11,template_14,template_10,template_52,template_48,template_44,template_42,group,accuracy
template_55,"12.00, 0.09, False","6.00, 0.05, False","6.00, 0.08, False","6.00, 0.08, False","5.00, 0.06, False","8.00, 0.15, False","9.00, 0.17, False","7.00, 0.13, False","7.00, 0.13, False","6.00, 0.17, False","10.00, 0.25, False","9.00, 0.23, False","6.00, 0.17, False","8.00, 0.21, False","9.00, 0.23, False","5.00, 0.21, False","8.00, 0.29, False","7.00, 0.26, False","13.00, 0.38, False","9.00, 0.31, False","11.00, 0.34, False","5.00, 0.30, False","10.00, 0.42, False","10.00, 0.42, False","7.00, 0.36, False","9.00, 0.52, False","2.00, 0.45, False","8.00, 0.65, False","6.00, 0.61, False","11.00, 0.69, False","7.00, 0.63, False","8.00, 0.65, False","10.00, 0.83, False","8.00, 0.81, False","3.00, 0.73, False","10.00, 1.00, False","4.00, 1.00, False","10.00, 1.00, False","11.00, 1.00, False","9.00, 1.00, False","10.00, 1.00, False","12.00, 1.00, True","13.00, 1.00, True",None,"4.00, 1.00, True","8.00, 1.00, True","3.00, 1.00, True","6.00, 1.00, True","6.00, 1.00, True","9.00, 0.82, True","10.00, 0.83, True","8.00, 0.81, True","6.00, 0.61, True","5.00, 0.58, True","9.00, 0.66, True","6.00, 0.61, True",A,0.29
template_47,"11.00, 0.06, False","6.00, 0.03, False","8.00, 0.08, False","5.00, 0.04, False","6.00, 0.05, False","9.00, 0.12, False","9.00, 0.12, False","8.00, 0.11, False","9.00, 0.12, False","5.00, 0.10, False","9.00, 0.17, False","9.00, 0.17, False","6.00, 0.12, False","8.00, 0.15, False","6.00, 0.12, False","6.00, 0.17, False","10.00, 0.25, False","7.00, 0.19, False","14.00, 0.31, False","8.00, 0.21, False","10.00, 0.25, False","7.00, 0.26, False","8.00, 0.29, False","7.00, 0.26, False","8.00, 0.29, False","10.00, 0.42, False","3.00, 0.34, False","10.00, 0.54, False","9.00, 0.52, False","13.00, 0.58, False","10.00, 0.54, False","7.00, 0.48, False","11.00, 0.69, False","11.00, 0.69, False","4.00, 0.55, False","10.00, 0.83, False","0.00, 0.50, False","9.00, 0.82, False","9.00, 0.82, False","9.00, 0.82, False","9.00, 0.82, False","15.00, 1.00, False","12.00, 1.00, False","4.00, 1.00, False",None,"10.00, 1.00, None","6.00, 1.00, None","8.00, 1.00, None","10.00, 1.00, None","11.00, 1.00, True","9.00, 1.00, True","11.00, 1.00, True","10.00, 0.83, True","7.00, 0.80, True","12.00, 0.85, True","8.00, 0.81, True",A,0.28
template_46,"12.00, 0.07, False","6.00, 0.03, False","6.00, 0.05, False","7.00, 0.06, False","7.00, 0.06, False","7.00, 0.09, False","9.00, 0.12, False","10.00, 0.14, False","5.00, 0.06, False","7.00, 0.13, False","7.00, 0.13, False","6.00, 0.12, False","9.00, 0.17, False","7.00, 0.13, False","7.00, 0.13, False","7.00, 0.19, False","6.00, 0.17, False","8.00, 0.21, False","11.00, 0.26, False","9.00, 0.23, False","10.00, 0.25, False","10.00, 0.33, False","11.00, 0.34, False","8.00, 0.29, False","8.00, 0.29, False","6.00, 0.33, False","8.00, 0.50, False","10.00, 0.54, False","7.00, 0.48, False","10.00, 0.54, False","7.00, 0.48, False","8.00, 0.50, False","11.00, 0.69, False","10.00, 0.68, False","8.00, 0.65, False","12.00, 0.85, False","9.00, 0.82, False","10.00, 0.83, False","11.00, 0.84, False","10.00, 0.83, False","9.00, 0.82, False","13.00, 1.00, False","12.00, 1.00, False","8.00, 1.00, False","10.00, 1.00, True",None,"10.00, 1.00, None","4.00, 1.00, None","3.00, 1.00, None","11.00, 1.00, True","11.00, 1.00, True","10.00, 1.00, True","2.00, 0.69, True","1.00, 0.62, True","8.00, 0.81, True","3.00, 0.73, True",A,0.28
template_43,"12.00, 0.07, False","5.00, 0.03, False","6.00, 0.05, False","6.00, 0.05, False","5.00, 0.04, False","7.00, 0.09, False","10.00, 0.14, False","6.00, 0.08, False","7.00, 0.09, False","6.00, 0.12, False","8.00, 0.15, False","9.00, 0.17, False","5.00, 0.10, False","9.00, 0.17, False","10.00, 0.18, False","7.00, 0.19, False","7.00, 0.19, False","7.00, 0.19, False","12.00, 0.28, False","9.00, 0.23, False","10.00, 0.25, False","6.00, 0.24, False","9.00, 0.31, False","11.00, 0.34, False","8.00, 0.29, False","8.00, 0.38, False","3.00, 0.34, False","7.00, 0.48, False","6.00, 0.45, False","10.00, 0.54, False","7.00, 0.48, False","8.00, 0.50, False","9.00, 0.66, False","7.00, 0.63, False","4.00, 0.55, False","10.00, 0.83, False","5.00, 0.77, False","8.00, 0.81, False","11.00, 0.84, False","9.00, 0.82, False","10.00, 0.83, False","12.00, 1.00, False","10.00, 1.00, False","3.00, 1.00, False","6.00, 1.00, True","10.00, 1.00, True",None,"10.00, 1.00, None","9.00, 1.00, None","10.00, 1.00, True","11.00, 1.00, True","8.00, 1.00, True","8.00, 0.81, True","9.00, 0.82, True","10.00, 0.83, True","7.00, 0.80, True",A,0.28
template_50,"11.00, 0.06, False","6.00, 0.03, False","6.00, 0.05, False","7.00, 0.06, False","8.00, 0.08, False","8.00, 0.11, False","11.00, 0.15, False","10.00, 0.14, False","5.00, 0.06, False","7.00, 0.13, False","8.00, 0.15, False","8.00, 0.15, False","9.00, 0.17, False","6.00, 0.12, False","7.00, 0.13, False","7.00, 0.19, False","8.00, 0.21, False","6.00, 0.17, False","11.00, 0.26, False","7.00, 0.19, False","9.00, 0.23, False","10.00, 0.33, False","9.00, 0.31, False","7.00, 0.26, False","7.00, 0.26, False","8.00, 0.38, False","5.00, 0.42, False","10.00, 0.54, False","8.00, 0.50, False","11.00, 0.56, False","8.00, 0.50, False","8.00, 0.50, False","11.00, 0.69, False","9.00, 0.66, False","7.00, 0.63, False","11.00, 0.84, False","7.00, 0.80, False","9.00, 0.82, False","10.00, 0.83, False","8.00, 0.81, False","9.00, 0.82, False","13.00, 1.00, False","12.00, 1.00, False","6.00, 1.00, False","8.00, 1.00, True","4.00, 1.00, True","10.00, 1.00, True",None,"4.00, 1.00, None","9.00, 1.00, True","10.00, 1.00, True","9.00, 1.00, True","4.00, 0.75, True","2.00, 0.69, True","8.00, 0.81, True","3.00, 0.73, True",A,0.28
template_54,"10.00, 0.05, False","5.00, 0.03, False","6.00, 0.05, False","6.00, 0.05, False","5.00, 0.04, False","6.00, 0.08, False","7.00, 0.09, False","8.00, 0.11, False","5.00, 0.06, False","7.00, 0.13, False","8.00, 0.15, False","7.00, 0.13, False","7.00, 0.13, False","5.00, 0.10, False","6.00, 0.12, False","6.00, 0.17, False","5.00, 0.14, False","7.00, 0.19, False","11.00, 0.26, False","6.00, 0.17, False","9.00, 0.23, False","7.00, 0.26, False","9.00, 0.31, False","7.00, 0.26, False","7.00, 0.26, False","6.00, 0.33, False","7.00, 0.48, False","9.00, 0.52, False","6.00, 0.45, False","9.00, 0.52, False","7.00, 0.48, False","7.00, 0.48, False","10.00, 0.68, False","8.00, 0.65, False","7.00, 0.63, False","10.00, 0.83, False","9.00, 0.82, False","9.00, 0.82, False","11.00, 0.84, False","9.00, 0.82, False","9.00, 0.82, False","13.00, 1.00, False","11.00, 1.00, False","6.00, 1.00, False","10.00, 1.00, True","3.00, 1.00, True","9.00, 1.00, True","4.00, 1.00, True",None,"9.00, 1.00, True","10.00, 1.00, True","8.00, 1.00, True","1.00, 0.62, True","1.00, 0.62, True","6.00, 0.79, True","1.00, 0.62, True",B,0.28
template_11,"11.00, 0.04, False","5.00, 0.02, False","5.00, 0.03, False","4.00, 0.02, False","5.00, 0.03, False","6.00, 0.05, False","7.00, 0.06, False","8.00, 0.08, False","7.00, 0.06, False","6.00, 0.08, False","8.00, 0.11, False","7.00, 0.09, False","6.00, 0.08, False","7.00, 0.09, False","9.00, 0.12, False","6.00, 0.12, False","7.00, 0.13, False","2.00, 0.04, False","12.00, 0.22, False","7.00, 0.13, False","8.00, 0.15, False","8.00, 0.21, False","9.00, 0.23, False","10.00, 0.25, False","3.00, 0.09, False","9.00, 0.31, False","9.00, 0.40, False","8.00, 0.38, False","7.00, 0.36, False","10.00, 0.42, False","6.00, 0.33, False","9.00, 0.40, False","4.00, 0.39, False","7.00, 0.48, False","9.00, 0.52, False","12.00, 0.70, False","10.00, 0.68, False","4.00, 0.55, False","13.00, 0.71, False","1.00, 0.38, False","11.00, 0.69, False","12.00, 0.85, False","11.00, 0.84, False","9.00, 0.82, False","11.00, 1.00, False","11.00, 1.00, False","10.00, 1.00, False","9.00, 1.00, False","9.00, 1.00, False",None,"13.00, 1.00, None","7.00, 1.00, None","10.00, 1.00, True","10.00, 1.00, True","12.00, 1.00, True","8.00, 1.00, True",B,0.27
template_14,"9.00, 0.03, False","8.00, 0.04, False","8.00, 0.05, False","6.00, 0.03, False","6.00, 0.03, False","5.00, 0.04, False","12.00, 0.12, False","11.00, 0.11, False","7.00, 0.06, False","7.00, 0.09, False","8.00, 0.11, False","7.00, 0.09, False","8.00, 0.11, False","5.00, 0.06, False","4.00, 0.05, False","6.00, 0.12, False","8.00, 0.15, False","9.00, 0.17, False","7.00, 0.13, False","6.00, 0.12, False","6.00, 0.12, False","10.00, 0.25, False","6.00, 0.17, False","5.00, 0.14, False","11.00, 0.26, False","8.00, 0.29, False","6.00, 0.33, False","10.00, 0.42, False","9.00, 0.40, False","10.00, 0.42, False","10.00, 0.42, False","2.00, 0.18, False","13.00, 0.58, False","10.00, 0.54, False","8.00, 0.50, False","2.00, 0.45, False","8.00, 0.65, False","9.00, 0.66, False","1.00, 0.38, False","12.00, 0.70, False","2.00, 0.45, False","14.00, 0.86, False","3.00, 0.73, False","10.00, 0.83, False","9.00, 1.00, False","11.00, 1.00, False","11.00, 1.00, False","10.00, 1.00, False","10.00, 1.00, False","13.00, 1.00, True",None,"10.00, 1.00, None","11.00, 1.00, True","10.00, 1.00, True","12.00, 1.00, True","10.00, 1.00, True",B,0.27
template_10,"12.00, 0.05, False","5.00, 0.02, False","1.00, 0.00, False","5.00, 0.03, False","5.00, 0.03, False","4.00, 0.03, False","9.00, 0.09, False","6.00, 0.05, False","3.00, 0.02, False","5.00, 0.06, False","5.00, 0.06, False","5.00, 0.06, False","6.00, 0.08, False","8.00, 0.11, False","9.00, 0.12, False","7.00, 0.13, False","5.00, 0.10, False","4.00, 0.08, False","9.00, 0.17, False","8.00, 0.15, False","9.00, 0.17, False","7.00, 0.19, False","9.00, 0.23, False","10.00, 0.25, False","5.00, 0.14, False","6.00, 0.24, False","6.00, 0.33, False","1.00, 0.12, False","1.00, 0.12, False","8.00, 0.38, False","2.00, 0.18, False","6.00, 0.33, False","8.00, 0.50, False","1.00, 0.22, False","7.00, 0.48, False","9.00, 0.66, False","9.00, 0.66, False","4.00, 0.55, False","9.00, 0.66, False","6.00, 0.61, False","8.00, 0.65, False","11.00, 0.84, False","8.00, 0.81, False","8.00, 0.81, False","11.00, 1.00, False","10.00, 1.00, False","8.00, 1.00, False","9.00, 1.00, False","8.00, 1.00, False","7.00, 1.00, True","10.00, 1.00, True",None,"8.00, 1.00, True","9.00, 1.00, True","10.00, 1.00, True","7.00, 1.00, True",B,0.27
template_52,"11.00, 0.03, False","5.00, 0.01, False","5.00, 0.02, False","6.00, 0.02, False","5.00, 0.02, False","5.00, 0.03, False","7.00, 0.04, False","7.00, 0.04, False","4.00, 0.02, False","7.00, 0.06, False","7.00, 0.06, False","6.00, 0.05, False","7.00, 0.06, False","6.00, 0.05, False","7.00, 0.06, False","6.00, 0.08, False","4.00, 0.05, False","7.00, 0.09, False","10.00, 0.14, False","6.00, 0.08, False","10.00, 0.14, False","8.00, 0.15, False","10.00, 0.18, False","8.00, 0.15, False","7.00, 0.13, False","5.00, 0.14, False","6.00, 0.24, False","8.00, 0.29, False","5.00, 0.21, False","8.00, 0.29, False","6.00, 0.24, False","7.00, 0.26, False","10.00, 0.42, False","7.00, 0.36, False","6.00, 0.33, False","10.00, 0.54, False","9.00, 0.52, False","8.00, 0.50, False","11.00, 0.56, False","9.00, 0.52, False","9.00, 0.52, False","11.00, 0.69, False","11.00, 0.69, False","6.00, 0.61, False","10.00, 0.83, False","2.00, 0.69, False","8.00, 0.81, False","4.00, 0.75, False","1.00, 0.62, False","10.00, 1.00, False","11.00, 1.00, False","8.00, 1.00, False",None,"3.00, 1.00, None","8.00, 1.00, None","4.00, 1.00, None",B,0.26
template_48,"11.00, 0.03, False","5.00, 0.01, False","5.00, 0.02, False","6.00, 0.02, False","5.00, 0.02, False","6.00, 0.03, False","7.00, 0.04, False","8.00, 0.05, False","5.00, 0.03, False","5.00, 0.04, False","7.00, 0.06, False","5.00, 0.04, False","7.00, 0.06, False","4.00, 0.03, False","4.00, 0.03, False","5.00, 0.06, False","6.00, 0.08, False","6.00, 0.08, False","11.00, 0.15, False","6.00, 0.08, False","8.00, 0.11, False","8.00, 0.15, False","8.00, 0.15, False","5.00, 0.10, False","6.00, 0.12, False","6.00, 0.17, False","6.00, 0.24, False","8.00, 0.29, False","5.00, 0.21, False","10.00, 0.33, False","6.00, 0.24, False","6.00, 0.24, False","9.00, 0.40, False","8.00, 0.38, False","6.00, 0.33, False","10.00, 0.54, False","6.00, 0.45, False","8.00, 0.50, False","9.00, 0.52, False","8.00, 0.50, False","7.00, 0.48, False","13.00, 0.71, False","11.00, 0.69, False","5.00, 0.58, False","7.00, 0.80, False","1.00, 0.62, False","9.00, 0.82, False","2.00, 0.69, False","1.00, 0.62, False","10.00, 1.00, False","10.00, 1.00, False","9.00, 1.00, False","3.00, 1.00, True",None,"9.00, 1.00, None","3.00, 1.00, None",B,0.26
template_44,"8.00, 0.02, False","6.00, 0.01, False","9.00, 0.04, False","8.00, 0.04, False","7.00, 0.03, False","7.00, 0.04, False","5.00, 0.03, False","9.00, 0.06, False","5.00, 0.03, False","9.00, 0.09, False","7.00, 0.06, False","7.00, 0.06, False","9.00, 0.09, False","9.00, 0.09, False","10.00, 0.10, False","9.00, 0.12, False","5.00, 0.06, False","9.00, 0.12, False","7.00, 0.09, False","10.00, 0.14, False","11.00, 0.15, False","5.00, 0.10, False","12.00, 0.22, False","10.00, 0.18, False","9.00, 0.17, False","6.00, 0.17, False","8.00, 0.29, False","11.00, 0.34, False","10.00, 0.33, False","7.00, 0.26, False","10.00, 0.33, False","9.00, 0.31, False","14.00, 0.49, False","9.00, 0.40, False","9.00, 0.40, False","10.00, 0.54, False","10.00, 0.54, False","10.00, 0.54, False","12.00, 0.57, False","12.00, 0.57, False","11.00, 0.56, False","6.00, 0.61, False","11.00, 0.69, False","9.00, 0.66, False","12.00, 0.85, False","8.00, 0.81, False","10.00, 0.83, False","8.00, 0.81, False","6.00, 0.79, False","12.00, 1.00, False","12.00, 1.00, False","10.00, 1.00, False","8.00, 1.00, True","9.00, 1.00, True",None,"7.00, 1.00, None",B,0.26
template_42,"10.00, 0.02, False","3.00, 0.00, False","6.00, 0.02, False","4.00, 0.01, False","3.00, 0.01, False","5.00, 0.03, False","7.00, 0.04, False","7.00, 0.04, False","3.00, 0.01, False","5.00, 0.04, False","5.00, 0.04, False","5.00, 0.04, False","6.00, 0.05, False","4.00, 0.03, False","5.00, 0.04, False","5.00, 0.06, False","4.00, 0.05, False","5.00, 0.06, False","11.00, 0.15, False","5.00, 0.06, False","8.00, 0.11, False","6.00, 0.12, False","7.00, 0.13, False","6.00, 0.12, False","6.00, 0.12, False","4.00, 0.12, False","7.00, 0.26, False","7.00, 0.26, False","6.00, 0.24, False","9.00, 0.31, False","6.00, 0.24, False","7.00, 0.26, False","9.00, 0.40, False","6.00, 0.33, False","8.00, 0.38, False","10.00, 0.54, False","7.00, 0.48, False","7.00, 0.48, False","10.00, 0.54, False","7.00, 0.48, False","8.00, 0.50, False","12.00, 0.70, False","9.00, 0.66, False","6.00, 0.61, False","8.00, 0.81, False","3.00, 0.73, False","7.00, 0.80, False","3.00, 0.73, False","1.00, 0.62, False","8.00, 1.00, False","10.00, 1.00, False","7.00, 1.00, False","4.00, 1.00, True","3.00, 1.00, True","7.00, 1.00, True",None,B,0.26
