"statistic, pvalue, row is better than column",best set: template_24,template_19,template_25,template_18,template_23,template_26,template_21,template_15,template_22,template_27,template_17,template_16,template_20,template_43,template_53,template_47,template_39,template_51,template_49,template_41,template_14,template_55,template_46,template_45,template_35,template_40,template_33,template_52,template_29,template_37,template_48,template_28,template_31,template_10,template_32,template_54,template_42,template_4,template_38,template_1,template_50,template_2,template_13,template_9,template_11,template_44,template_5,template_7,template_3,template_8,template_6,template_0,template_12,template_34,template_36,template_30,group
template_9,"4.00, 0.00, False","4.00, 0.00, False","3.00, 0.00, False","4.00, 0.00, False","6.00, 0.01, False","5.00, 0.02, False","5.00, 0.02, False","4.00, 0.02, False","7.00, 0.04, False","5.00, 0.03, False","10.00, 0.10, False","9.00, 0.09, False","5.00, 0.04, False","10.00, 0.14, False","7.00, 0.09, False","9.00, 0.17, False","3.00, 0.06, False","9.00, 0.17, False","8.00, 0.15, False","4.00, 0.12, False","7.00, 0.26, False","8.00, 0.29, False","12.00, 0.46, False","12.00, 0.46, False","5.00, 0.42, False","10.00, 0.68, False","7.00, 0.63, False","13.00, 0.71, False","4.00, 0.55, False","4.00, 0.55, False","12.00, 0.85, False","8.00, 0.81, False","8.00, 0.81, False","9.00, 0.82, False","9.00, 1.00, False","15.00, 1.00, False","15.00, 1.00, False","7.00, 1.00, False","10.00, 1.00, False","2.00, 1.00, True","14.00, 1.00, True","14.00, 1.00, True","2.00, 1.00, True",None,"2.00, 1.00, None","15.00, 1.00, True","2.00, 1.00, True","1.00, 1.00, True","6.00, 1.00, True","8.00, 0.81, True","7.00, 0.80, True","10.00, 0.68, True","9.00, 0.66, True","6.00, 0.61, True","5.00, 0.42, True","12.00, 0.57, True",B
template_11,"3.00, 0.00, False","3.00, 0.00, False","2.00, 0.00, False","4.00, 0.00, False","6.00, 0.01, False","5.00, 0.02, False","4.00, 0.01, False","3.00, 0.01, False","6.00, 0.03, False","5.00, 0.03, False","9.00, 0.09, False","9.00, 0.09, False","5.00, 0.04, False","8.00, 0.11, False","6.00, 0.08, False","7.00, 0.13, False","2.00, 0.04, False","7.00, 0.13, False","6.00, 0.12, False","3.00, 0.09, False","7.00, 0.26, False","7.00, 0.26, False","11.00, 0.44, False","11.00, 0.44, False","5.00, 0.42, False","10.00, 0.68, False","7.00, 0.63, False","12.00, 0.70, False","4.00, 0.55, False","5.00, 0.58, False","11.00, 0.84, False","8.00, 0.81, False","8.00, 0.81, False","8.00, 0.81, False","10.00, 1.00, False","13.00, 1.00, False","13.00, 1.00, False","7.00, 1.00, False","10.00, 1.00, False","3.00, 1.00, True","13.00, 1.00, True","13.00, 1.00, True","3.00, 1.00, True","2.00, 1.00, True",None,"14.00, 1.00, True","3.00, 1.00, True","2.00, 1.00, True","6.00, 1.00, True","8.00, 0.81, True","7.00, 0.80, True","9.00, 0.66, True","8.00, 0.65, True","7.00, 0.63, True","6.00, 0.45, True","12.00, 0.57, True",B
template_44,"5.00, 0.00, False","7.00, 0.00, False","6.00, 0.00, False","7.00, 0.01, False","10.00, 0.02, False","10.00, 0.04, False","9.00, 0.03, False","10.00, 0.05, False","7.00, 0.03, False","8.00, 0.04, False","9.00, 0.06, False","6.00, 0.03, False","7.00, 0.04, False","8.00, 0.08, False","8.00, 0.08, False","9.00, 0.12, False","9.00, 0.12, False","9.00, 0.12, False","8.00, 0.11, False","8.00, 0.15, False","9.00, 0.23, False","8.00, 0.21, False","6.00, 0.24, False","9.00, 0.31, False","14.00, 0.49, False","9.00, 0.52, False","13.00, 0.58, False","9.00, 0.52, False","16.00, 0.62, False","13.00, 0.58, False","7.00, 0.63, False","10.00, 0.68, False","11.00, 0.69, False","13.00, 0.71, False","12.00, 0.85, False","10.00, 0.83, False","9.00, 0.82, False","12.00, 0.85, False","11.00, 0.84, False","14.00, 1.00, False","8.00, 1.00, False","12.00, 1.00, False","16.00, 1.00, False","15.00, 1.00, False","14.00, 1.00, False",None,"14.00, 1.00, None","15.00, 1.00, None","16.00, 1.00, None","12.00, 1.00, True","14.00, 1.00, True","12.00, 0.85, True","11.00, 0.84, True","12.00, 0.85, True","11.00, 0.69, True","9.00, 0.66, True",B
template_5,"4.00, 0.00, False","2.00, 0.00, False","3.00, 0.00, False","6.00, 0.01, False","7.00, 0.01, False","7.00, 0.02, False","4.00, 0.01, False","4.00, 0.01, False","7.00, 0.03, False","5.00, 0.02, False","11.00, 0.08, False","10.00, 0.07, False","6.00, 0.03, False","9.00, 0.09, False","6.00, 0.05, False","7.00, 0.09, False","3.00, 0.04, False","7.00, 0.09, False","7.00, 0.09, False","4.00, 0.08, False","6.00, 0.17, False","7.00, 0.19, False","11.00, 0.34, False","11.00, 0.34, False","4.00, 0.27, False","11.00, 0.56, False","5.00, 0.42, False","12.00, 0.57, False","4.00, 0.39, False","4.00, 0.39, False","11.00, 0.69, False","9.00, 0.66, False","9.00, 0.66, False","9.00, 0.66, False","10.00, 0.83, False","13.00, 0.85, False","14.00, 0.86, False","7.00, 0.80, False","11.00, 0.84, False","3.00, 1.00, False","12.00, 1.00, False","13.00, 1.00, False","4.00, 1.00, False","2.00, 1.00, False","3.00, 1.00, False","14.00, 1.00, True",None,"1.00, 1.00, None","7.00, 1.00, None","9.00, 1.00, True","7.00, 1.00, True","10.00, 0.83, True","9.00, 0.82, True","8.00, 0.81, True","7.00, 0.63, True","11.00, 0.69, True",B
template_7,"4.00, 0.00, False","3.00, 0.00, False","3.00, 0.00, False","5.00, 0.00, False","7.00, 0.01, False","6.00, 0.01, False","4.00, 0.01, False","5.00, 0.02, False","7.00, 0.03, False","6.00, 0.02, False","10.00, 0.07, False","9.00, 0.06, False","5.00, 0.03, False","10.00, 0.10, False","7.00, 0.06, False","8.00, 0.11, False","3.00, 0.04, False","8.00, 0.11, False","8.00, 0.11, False","4.00, 0.08, False","7.00, 0.19, False","8.00, 0.21, False","12.00, 0.36, False","12.00, 0.36, False","4.00, 0.27, False","11.00, 0.56, False","6.00, 0.45, False","13.00, 0.58, False","3.00, 0.34, False","5.00, 0.42, False","12.00, 0.70, False","9.00, 0.66, False","8.00, 0.65, False","9.00, 0.66, False","10.00, 0.83, False","14.00, 0.86, False","14.00, 0.86, False","7.00, 0.80, False","11.00, 0.84, False","3.00, 1.00, False","13.00, 1.00, False","13.00, 1.00, False","3.00, 1.00, False","1.00, 1.00, False","2.00, 1.00, False","15.00, 1.00, True","1.00, 1.00, True",None,"6.00, 1.00, None","9.00, 1.00, True","7.00, 1.00, True","10.00, 0.83, True","9.00, 0.82, True","8.00, 0.81, True","7.00, 0.63, True","11.00, 0.69, True",B
template_3,"7.00, 0.00, False","6.00, 0.00, False","6.00, 0.00, False","8.00, 0.01, False","10.00, 0.02, False","9.00, 0.03, False","7.00, 0.02, False","8.00, 0.04, False","9.00, 0.04, False","9.00, 0.04, False","8.00, 0.05, False","9.00, 0.06, False","8.00, 0.05, False","10.00, 0.10, False","7.00, 0.06, False","8.00, 0.11, False","6.00, 0.08, False","9.00, 0.12, False","8.00, 0.11, False","7.00, 0.13, False","10.00, 0.25, False","8.00, 0.21, False","9.00, 0.31, False","9.00, 0.31, False","7.00, 0.36, False","12.00, 0.57, False","9.00, 0.52, False","11.00, 0.56, False","6.00, 0.45, False","9.00, 0.52, False","10.00, 0.68, False","10.00, 0.68, False","7.00, 0.63, False","12.00, 0.70, False","12.00, 0.85, False","13.00, 0.85, False","13.00, 0.85, False","10.00, 0.83, False","12.00, 0.85, False","8.00, 1.00, False","12.00, 1.00, False","11.00, 1.00, False","8.00, 1.00, False","6.00, 1.00, False","6.00, 1.00, False","16.00, 1.00, True","7.00, 1.00, True","6.00, 1.00, True",None,"12.00, 1.00, True","11.00, 1.00, True","14.00, 0.86, True","12.00, 0.85, True","9.00, 0.82, True","9.00, 0.66, True","10.00, 0.68, True",B
template_8,"1.00, 0.00, False","4.00, 0.00, False","3.00, 0.00, False","4.00, 0.00, False","7.00, 0.01, False","5.00, 0.01, False","5.00, 0.01, False","7.00, 0.02, False","2.00, 0.00, False","6.00, 0.01, False","9.00, 0.04, False","7.00, 0.03, False","4.00, 0.01, False","9.00, 0.06, False","7.00, 0.04, False","9.00, 0.09, False","6.00, 0.05, False","10.00, 0.10, False","10.00, 0.10, False","6.00, 0.08, False","6.00, 0.12, False","8.00, 0.15, False","9.00, 0.23, False","11.00, 0.26, False","6.00, 0.24, False","6.00, 0.33, False","7.00, 0.36, False","11.00, 0.44, False","9.00, 0.40, False","8.00, 0.38, False","10.00, 0.54, False","4.00, 0.39, False","9.00, 0.52, False","1.00, 0.22, False","6.00, 0.61, False","13.00, 0.71, False","14.00, 0.72, False","1.00, 0.38, False","6.00, 0.61, False","8.00, 0.81, False","12.00, 0.85, False","9.00, 0.82, False","9.00, 0.82, False","8.00, 0.81, False","8.00, 0.81, False","12.00, 1.00, False","9.00, 1.00, False","9.00, 1.00, False","12.00, 1.00, False",None,"3.00, 1.00, None","4.00, 1.00, True","4.00, 1.00, True","6.00, 1.00, True","5.00, 0.77, True","11.00, 0.84, True",B
template_6,"2.00, 0.00, False","3.00, 0.00, False","3.00, 0.00, False","4.00, 0.00, False","7.00, 0.01, False","5.00, 0.01, False","4.00, 0.00, False","6.00, 0.01, False","3.00, 0.00, False","6.00, 0.01, False","10.00, 0.05, False","7.00, 0.03, False","3.00, 0.01, False","10.00, 0.07, False","8.00, 0.05, False","9.00, 0.09, False","5.00, 0.04, False","9.00, 0.09, False","10.00, 0.10, False","6.00, 0.08, False","6.00, 0.12, False","9.00, 0.17, False","11.00, 0.26, False","12.00, 0.28, False","6.00, 0.24, False","7.00, 0.36, False","8.00, 0.38, False","12.00, 0.46, False","7.00, 0.36, False","7.00, 0.36, False","12.00, 0.57, False","5.00, 0.42, False","11.00, 0.56, False","1.00, 0.22, False","7.00, 0.63, False","14.00, 0.72, False","14.00, 0.72, False","1.00, 0.38, False","7.00, 0.63, False","7.00, 0.80, False","14.00, 0.86, False","9.00, 0.82, False","8.00, 0.81, False","7.00, 0.80, False","7.00, 0.80, False","14.00, 1.00, False","7.00, 1.00, False","7.00, 1.00, False","11.00, 1.00, False","3.00, 1.00, True",None,"5.00, 1.00, True","6.00, 1.00, True","7.00, 1.00, True","6.00, 0.79, True","11.00, 0.84, True",B
template_0,"3.00, 0.00, False","6.00, 0.00, False","5.00, 0.00, False","6.00, 0.00, False","9.00, 0.01, False","6.00, 0.01, False","8.00, 0.01, False","8.00, 0.02, False","4.00, 0.00, False","8.00, 0.02, False","12.00, 0.05, False","8.00, 0.02, False","6.00, 0.01, False","9.00, 0.04, False","9.00, 0.04, False","10.00, 0.07, False","8.00, 0.05, False","10.00, 0.07, False","9.00, 0.06, False","8.00, 0.08, False","7.00, 0.09, False","9.00, 0.12, False","10.00, 0.18, False","12.00, 0.22, False","10.00, 0.25, False","7.00, 0.26, False","10.00, 0.33, False","9.00, 0.31, False","11.00, 0.34, False","11.00, 0.34, False","11.00, 0.44, False","6.00, 0.33, False","11.00, 0.44, False","2.00, 0.18, False","7.00, 0.48, False","11.00, 0.56, False","11.00, 0.56, False","3.00, 0.34, False","7.00, 0.48, False","9.00, 0.66, False","11.00, 0.69, False","10.00, 0.68, False","9.00, 0.66, False","10.00, 0.68, False","9.00, 0.66, False","12.00, 0.85, False","10.00, 0.83, False","10.00, 0.83, False","14.00, 0.86, False","4.00, 1.00, False","5.00, 1.00, False",None,"3.00, 1.00, None","9.00, 1.00, None","8.00, 1.00, True","12.00, 1.00, True",B
template_12,"2.00, 0.00, False","5.00, 0.00, False","4.00, 0.00, False","5.00, 0.00, False","8.00, 0.01, False","4.00, 0.00, False","7.00, 0.01, False","7.00, 0.01, False","3.00, 0.00, False","7.00, 0.01, False","11.00, 0.04, False","6.00, 0.01, False","5.00, 0.01, False","9.00, 0.04, False","8.00, 0.04, False","10.00, 0.07, False","6.00, 0.03, False","10.00, 0.07, False","9.00, 0.06, False","7.00, 0.06, False","7.00, 0.09, False","8.00, 0.11, False","9.00, 0.17, False","10.00, 0.18, False","7.00, 0.19, False","5.00, 0.21, False","8.00, 0.29, False","9.00, 0.31, False","9.00, 0.31, False","9.00, 0.31, False","10.00, 0.42, False","4.00, 0.27, False","10.00, 0.42, False","2.00, 0.18, False","5.00, 0.42, False","11.00, 0.56, False","12.00, 0.57, False","3.00, 0.34, False","5.00, 0.42, False","9.00, 0.66, False","10.00, 0.68, False","8.00, 0.65, False","9.00, 0.66, False","9.00, 0.66, False","8.00, 0.65, False","11.00, 0.84, False","9.00, 0.82, False","9.00, 0.82, False","12.00, 0.85, False","4.00, 1.00, False","6.00, 1.00, False","3.00, 1.00, True",None,"7.00, 1.00, None","6.00, 1.00, True","10.00, 1.00, True",B
template_34,"4.00, 0.00, False","6.00, 0.00, False","5.00, 0.00, False","5.00, 0.00, False","8.00, 0.01, False","5.00, 0.00, False","7.00, 0.01, False","6.00, 0.01, False","5.00, 0.01, False","7.00, 0.01, False","9.00, 0.03, False","6.00, 0.01, False","4.00, 0.01, False","9.00, 0.04, False","7.00, 0.03, False","9.00, 0.06, False","5.00, 0.03, False","9.00, 0.06, False","9.00, 0.06, False","6.00, 0.05, False","7.00, 0.09, False","7.00, 0.09, False","7.00, 0.13, False","10.00, 0.18, False","6.00, 0.17, False","2.00, 0.11, False","7.00, 0.26, False","9.00, 0.31, False","7.00, 0.26, False","5.00, 0.21, False","7.00, 0.36, False","1.00, 0.12, False","7.00, 0.36, False","6.00, 0.33, False","1.00, 0.22, False","12.00, 0.57, False","13.00, 0.58, False","4.00, 0.39, False","2.00, 0.29, False","7.00, 0.63, False","11.00, 0.69, False","9.00, 0.66, False","6.00, 0.61, False","6.00, 0.61, False","7.00, 0.63, False","12.00, 0.85, False","8.00, 0.81, False","8.00, 0.81, False","9.00, 0.82, False","6.00, 1.00, False","7.00, 1.00, False","9.00, 1.00, True","7.00, 1.00, True",None,"2.00, 1.00, True","8.00, 1.00, True",C
template_36,"3.00, 0.00, False","4.00, 0.00, False","2.00, 0.00, False","2.00, 0.00, False","6.00, 0.00, False","4.00, 0.00, False","5.00, 0.00, False","5.00, 0.00, False","4.00, 0.00, False","5.00, 0.00, False","7.00, 0.01, False","5.00, 0.01, False","3.00, 0.00, False","7.00, 0.02, False","6.00, 0.01, False","8.00, 0.04, False","4.00, 0.01, False","8.00, 0.04, False","8.00, 0.04, False","5.00, 0.03, False","5.00, 0.04, False","6.00, 0.05, False","7.00, 0.09, False","10.00, 0.14, False","5.00, 0.10, False","3.00, 0.09, False","6.00, 0.17, False","8.00, 0.21, False","6.00, 0.17, False","4.00, 0.12, False","7.00, 0.26, False","2.00, 0.11, False","6.00, 0.24, False","5.00, 0.21, False","2.00, 0.18, False","11.00, 0.44, False","11.00, 0.44, False","3.00, 0.23, False","1.00, 0.12, False","6.00, 0.45, False","9.00, 0.52, False","8.00, 0.50, False","5.00, 0.42, False","5.00, 0.42, False","6.00, 0.45, False","11.00, 0.69, False","7.00, 0.63, False","7.00, 0.63, False","9.00, 0.66, False","5.00, 0.77, False","6.00, 0.79, False","8.00, 1.00, False","6.00, 1.00, False","2.00, 1.00, False",None,"9.00, 1.00, None",C
template_30,"6.00, 0.00, False","7.00, 0.00, False","6.00, 0.00, False","7.00, 0.00, False","11.00, 0.01, False","8.00, 0.01, False","9.00, 0.01, False","9.00, 0.01, False","7.00, 0.01, False","10.00, 0.02, False","8.00, 0.02, False","4.00, 0.00, False","5.00, 0.01, False","9.00, 0.03, False","7.00, 0.02, False","8.00, 0.04, False","7.00, 0.03, False","8.00, 0.04, False","9.00, 0.04, False","7.00, 0.04, False","10.00, 0.10, False","8.00, 0.08, False","9.00, 0.12, False","9.00, 0.12, False","10.00, 0.18, False","6.00, 0.17, False","10.00, 0.25, False","10.00, 0.25, False","11.00, 0.26, False","11.00, 0.26, False","10.00, 0.33, False","6.00, 0.24, False","7.00, 0.26, False","10.00, 0.33, False","6.00, 0.33, False","13.00, 0.47, False","12.00, 0.46, False","8.00, 0.38, False","7.00, 0.36, False","13.00, 0.58, False","12.00, 0.57, False","6.00, 0.45, False","12.00, 0.57, False","12.00, 0.57, False","12.00, 0.57, False","9.00, 0.66, False","11.00, 0.69, False","11.00, 0.69, False","10.00, 0.68, False","11.00, 0.84, False","11.00, 0.84, False","12.00, 1.00, False","10.00, 1.00, False","8.00, 1.00, False","9.00, 1.00, True",None,C
